0	-18.728483	0.014616	402.515717
1	-49.799683	-0.000468	553.459106
2	-51.909065	0.000668	402.515717
3	-54.268200	-0.000333	352.201263
4	-56.830154	0.000250	603.773560
5	-57.443123	0.000208	1006.289307
6	-51.558475	-0.000170	805.031433
7	-52.880543	-0.000530	754.716980
8	-50.905170	0.000192	402.515717
9	-51.045017	-0.000503	855.345886
10	-54.181198	0.000670	1006.289307
11	-54.064789	-0.000375	805.031433
12	-52.869102	-0.000385	654.088074
13	-53.428577	0.000110	654.088074
14	-54.873245	0.000350	855.345886
15	-55.833687	-0.000313	754.716980
16	-48.370941	0.000112	553.459106
17	-55.580009	0.000217	805.031433
18	-51.805820	-0.000399	704.402527
19	-51.876110	0.000076	855.345886
20	-50.467484	0.000120	654.088074
21	-49.731373	0.000182	1006.289307
22	-49.062828	-0.000347	654.088074
23	-48.681332	-0.000309	452.830200
24	-53.336624	0.000039	654.088074
25	-53.696590	0.000254	855.345886
26	-55.944675	-0.000010	1056.603760
27	-54.782658	-0.000925	553.459106
28	-53.459511	0.002399	503.144653
29	-23.490931	-0.000397	1056.603760
30	-21.655785	-0.004817	402.515717
31	-18.993484	0.019798	402.515717
32	-13.820362	-0.020595	402.515717
33	-15.585123	0.000120	402.515717
34	-16.752203	0.011807	452.830200
35	-11.510335	-0.019281	402.515717
36	-16.754200	0.016376	452.830200
37	-10.988335	-0.052333	402.515717
38	-12.032144	0.035260	301.886780
39	-12.951056	-0.003396	352.201263
40	-8.441552	-0.009743	402.515717
41	-14.607108	0.044043	352.201263
42	-8.622727	-0.020644	402.515717
43	-14.339609	-0.004945	603.773560
44	-22.429510	0.008393	855.345886
45	-23.661331	-0.000602	754.716980
46	-27.165289	0.004295	855.345886
47	-24.716930	-0.004118	452.830200
48	-25.984770	0.006052	352.201263
49	-30.033052	0.001592	503.144653
50	-24.706499	0.005947	754.716980
51	-12.131678	-0.012498	805.031433
52	-13.115231	-0.011433	704.402527
53	-16.613766	0.017424	654.088074
54	-14.357161	0.018302	553.459106
55	-11.103414	-0.052292	503.144653
56	-10.679858	0.018031	704.402527
57	-13.740321	-0.004959	553.459106
58	-14.915859	0.018857	654.088074
59	-15.475795	-0.013503	503.144653
60	-17.378651	0.002893	553.459106
61	-18.308178	0.000871	503.144653
62	-18.792574	-0.000615	654.088074
63	-19.858789	0.009555	754.716980
64	-20.309578	-0.000044	754.716980
65	-20.849131	-0.002089	805.031433
66	-22.622135	0.002564	654.088074
67	-25.501722	-0.005707	704.402527
68	-26.535589	0.013360	704.402527
69	-26.041140	-0.000703	654.088074
70	-33.086803	-0.002999	603.773560
71	-36.292156	-0.002986	553.459106
72	-40.886753	-0.000357	301.886780
73	-38.447548	-0.001943	301.886780
74	-46.402172	0.002057	553.459106
75	-50.706928	-0.000869	402.515717
76	-50.931503	-0.001168	201.257858
77	-50.373505	0.000215	402.515717
78	-52.267582	0.000480	402.515717
79	-50.448067	-0.000463	201.257858
80	-53.515331	-0.000856	402.515717
81	-53.222660	0.000122	402.515717
82	-54.726833	-0.000756	654.088074
83	-54.252914	-0.001164	553.459106
84	-62.668747	-0.000160	1006.289307
85	-56.949829	-0.000358	654.088074
86	-60.167007	-0.000040	1207.547119
87	-59.694820	-0.000246	452.830200
88	-58.931446	-0.000471	805.031433
89	-54.933258	-0.000547	603.773560
90	-62.118355	-0.000708	855.345886
91	-62.255310	0.000037	1308.176147
92	-59.753468	0.000161	805.031433
93	-62.707294	0.000194	1056.603760
94	-65.285088	0.000037	1257.861694
95	-62.743942	0.000090	1459.119507
96	-58.907570	0.000354	855.345886
97	-62.761967	-0.000457	553.459106
98	-62.538734	-0.000240	1459.119507
99	-64.017288	-0.000039	1207.547119
100	-62.238884	-0.000084	503.144653
101	-67.401985	-0.000175	1207.547119
102	-63.090618	-0.000246	1157.232666
103	-62.105560	-0.000510	402.515717
104	-62.187965	0.000245	1006.289307
105	-62.951630	0.000489	1056.603760
106	-62.518124	-0.000337	654.088074
107	-60.725353	-0.000431	603.773560
108	-60.675747	0.000860	1006.289307
109	-64.997475	-0.000651	1006.289307
110	-64.304108	0.000820	905.660400
111	-68.693039	-0.000008	1660.377319
112	-64.372345	-0.000238	1106.918213
113	-62.594807	-0.000017	905.660400
114	-62.631817	0.000493	805.031433
115	-62.302235	0.000212	905.660400
116	-63.756256	-0.000180	1157.232666
117	-63.662155	-0.000308	1308.176147
118	-62.513203	0.000149	905.660400
119	-44.602119	-0.001319	150.943390
120	-41.094368	-0.000688	201.257858
121	-40.246174	0.000212	150.943390
122	-40.228527	-0.000347	201.257858
123	-40.026211	0.000109	150.943390
124	-40.151539	0.000061	201.257858
125	-39.926346	0.000030	201.257858
126	-40.465958	0.000652	201.257858
127	-40.933922	0.000644	201.257858
128	-41.274818	0.001231	201.257858
129	-19.091612	-0.035200	201.257858
130	-17.938013	0.010607	352.201263
131	-13.917350	0.073342	452.830200
132	-12.897360	-0.070873	452.830200
133	-12.928187	0.008873	452.830200
134	-12.234526	-0.011405	553.459106
135	-12.773236	0.002097	553.459106
136	-13.605040	0.028676	553.459106
137	-14.797378	-0.001836	754.716980
138	-12.567609	-0.034449	503.144653
139	-12.055319	0.023636	603.773560
140	-13.152678	-0.008108	553.459106
141	-14.661177	0.002321	553.459106
142	-15.790147	0.013982	553.459106
143	-17.824348	-0.004641	603.773560
144	-17.763857	0.017576	503.144653
145	-17.734808	0.001151	603.773560
146	-17.107790	0.001771	553.459106
147	-16.841059	-0.001558	503.144653
148	-16.904417	0.000611	503.144653
149	-18.051004	-0.000727	402.515717
150	-19.046185	0.004258	503.144653
151	-20.949867	0.001024	352.201263
152	-21.004538	-0.002001	402.515717
153	-23.134953	-0.005039	402.515717
154	-25.616581	-0.003010	301.886780
155	-27.673250	-0.002799	251.572327
156	-28.259911	-0.002457	352.201263
157	-26.961596	-0.001521	301.886780
158	-26.636896	-0.002312	201.257858
159	-25.485525	-0.004223	201.257858
160	-24.946571	0.001346	251.572327
161	-28.414694	0.033783	352.201263
162	-28.082767	0.004476	452.830200
163	-26.291403	-0.013422	402.515717
164	-29.672934	-0.015034	1056.603760
165	-30.098902	0.016707	955.974854
166	-27.739765	-0.003700	955.974854
167	-28.599833	-0.025658	855.345886
168	-26.218182	0.019375	1610.062866
169	-31.136732	-0.025191	1257.861694
170	-35.091602	-0.006405	1559.748413
171	-35.765106	0.006620	1710.691772
172	-37.274448	0.001621	1761.006348
173	-36.630020	0.000507	1660.377319
174	-34.893013	0.009067	1811.320801
175	-36.574928	-0.008278	1761.006348
176	-39.428631	-0.001593	1408.805054
177	-41.714378	0.004107	1157.232666
178	-40.430954	-0.002876	603.773560
179	-47.135620	0.001270	805.031433
180	-44.768608	-0.000821	654.088074
181	-48.755775	-0.003048	251.572327
182	-48.325912	0.003045	251.572327
183	-47.615562	0.002667	352.201263
184	-51.289665	0.001236	503.144653
185	-51.227974	0.001670	402.515717
186	-54.259766	0.000963	352.201263
187	-51.370892	0.001621	402.515717
188	-56.353367	0.000543	654.088074
189	-55.045158	0.000270	704.402527
190	-56.705891	-0.000118	1157.232666
191	-58.787750	0.000217	503.144653
192	-58.506786	-0.000208	1006.289307
193	-58.082909	-0.000755	603.773560
194	-56.756634	-0.000093	654.088074
195	-56.928165	0.000184	855.345886
196	-56.284393	0.000142	503.144653
197	-61.874378	-0.000158	855.345886
198	-57.714146	-0.000552	805.031433
199	-58.320522	-0.000112	955.974854
200	-54.900135	-0.000340	654.088074
201	-62.201195	-0.000505	1257.861694
202	-60.307266	-0.000056	955.974854
203	-57.098724	-0.000285	704.402527
204	-59.764042	0.000015	452.830200
205	-60.767738	-0.000003	905.660400
206	-61.390503	0.000050	603.773560
207	-57.666981	-0.000467	553.459106
208	-57.507141	0.000088	553.459106
209	-61.807735	0.000064	654.088074
210	-57.315804	-0.000154	754.716980
211	-57.793873	-0.000889	805.031433
212	-61.115555	0.000172	1408.805054
213	-60.386635	-0.000193	855.345886
214	-65.214806	0.000556	805.031433
215	-63.970695	-0.000029	1358.490601
216	-61.931026	0.000073	905.660400
217	-65.348572	-0.000441	1006.289307
218	-66.009949	0.000116	1509.433960
219	-64.883133	0.000262	754.716980
220	-59.495518	0.000280	1207.547119
221	-62.149094	0.000046	553.459106
222	-61.060074	-0.000183	352.201263
223	-61.015274	0.000385	754.716980
224	-60.510235	-0.000075	352.201263
225	-64.334923	0.000072	1408.805054
226	-63.848881	0.000079	1610.062866
227	-62.656456	-0.000062	1408.805054
228	-58.564617	0.000395	905.660400
229	-61.889496	-0.000322	1610.062866
230	-35.567532	0.007179	1006.289307
231	-25.755354	-0.019688	603.773560
232	-30.004929	0.003400	1006.289307
233	-21.521160	0.010353	301.886780
234	-22.095358	-0.011332	402.515717
235	-24.386282	0.001455	402.515717
236	-27.955643	0.012075	301.886780
237	-34.229664	0.001994	503.144653
238	-27.649654	-0.012397	301.886780
239	-25.072844	0.003459	201.257858
240	-24.900824	-0.000966	553.459106
241	-25.426497	0.005819	503.144653
242	-25.811783	-0.000322	553.459106
243	-24.961842	-0.000318	553.459106
244	-22.931280	0.007941	503.144653
245	-22.524637	0.001859	553.459106
246	-21.603096	-0.003068	503.144653
247	-21.092625	-0.001302	503.144653
248	-20.672869	-0.001488	503.144653
249	-20.075052	-0.006360	503.144653
250	-19.057301	-0.010623	503.144653
251	-19.792389	0.000921	704.402527
252	-19.707359	-0.000756	754.716980
253	-19.562418	-0.000384	704.402527
254	-19.675678	-0.001766	654.088074
255	-19.958927	0.002576	503.144653
256	-20.823996	0.003337	503.144653
257	-22.799917	0.010509	704.402527
258	-22.215641	0.005315	905.660400
259	-23.283298	0.000601	754.716980
260	-25.469168	-0.001304	603.773560
261	-28.758329	-0.006519	704.402527
262	-30.774834	-0.002056	603.773560
263	-32.254398	-0.004647	503.144653
264	-33.075214	-0.004703	251.572327
265	-27.060825	-0.001212	201.257858
266	-29.611361	0.000564	251.572327
267	-31.287861	0.007213	553.459106
268	-32.598980	0.008250	754.716980
269	-30.558371	0.008589	1459.119507
270	-28.668760	0.003587	1308.176147
271	-32.826374	0.002518	2566.037842
272	-34.589260	-0.005872	2163.521973
273	-35.606514	0.007133	2867.924561
274	-33.734684	-0.004156	1710.691772
275	-33.153397	0.005539	2364.779785
276	-32.053143	-0.015838	2264.150879
277	-36.037605	-0.006223	2012.578613
278	-34.611912	0.005839	1056.603760
279	-36.184109	-0.001965	1358.490601
280	-34.309982	-0.001388	1157.232666
281	-35.534378	0.004260	1257.861694
282	-36.053989	-0.001650	855.345886
283	-33.366596	-0.018280	754.716980
284	-37.553272	-0.007115	402.515717
285	-39.901340	0.007275	905.660400
286	-44.986553	0.006317	352.201263
287	-43.838638	0.004967	352.201263
288	-50.284752	-0.002706	603.773560
289	-44.095905	0.004686	352.201263
290	-46.287407	0.003076	251.572327
291	-44.859470	-0.000161	201.257858
292	-43.138649	-0.006078	100.628929
293	-52.954334	-0.000094	452.830200
294	-46.741821	0.002661	301.886780
295	-50.696907	0.002465	201.257858
296	-52.958759	0.001306	251.572327
297	-54.979450	-0.001621	503.144653
298	-58.113541	0.000279	553.459106
299	-55.162037	0.000914	402.515717
300	-58.993214	0.000844	805.031433
301	-58.315697	-0.000979	654.088074
302	-60.413292	0.000816	805.031433
303	-57.514591	-0.000583	1006.289307
304	-58.101791	0.000242	251.572327
305	-58.013790	-0.000498	402.515717
306	-56.837414	-0.000265	503.144653
307	-58.819855	-0.000407	503.144653
308	-58.487793	-0.000476	402.515717
309	-50.307884	0.000761	503.144653
310	-57.176277	0.000008	301.886780
311	-53.208580	-0.000786	503.144653
312	-51.440769	0.000638	301.886780
313	-51.338970	-0.000660	301.886780
314	-55.517559	0.000071	352.201263
315	-55.217831	0.000573	503.144653
316	-52.469250	0.000035	503.144653
317	-54.275200	0.000134	402.515717
318	-50.030998	-0.000835	301.886780
319	-51.877617	0.000237	301.886780
320	-51.700035	-0.000056	503.144653
321	-53.845699	-0.000083	452.830200
322	-53.015656	0.000287	452.830200
323	-53.070496	-0.000023	251.572327
324	-61.061649	-0.000142	855.345886
325	-57.750645	-0.000233	704.402527
326	-56.999386	0.000309	754.716980
327	-58.611614	-0.000234	1106.918213
328	-58.786263	0.000462	1006.289307
329	-58.248100	-0.000481	503.144653
330	-57.152012	0.000257	553.459106
331	-60.988468	-0.000765	905.660400
332	-55.829929	0.000765	905.660400
333	-23.168259	0.007153	553.459106
334	-24.474409	-0.006445	603.773560
335	-21.271664	-0.004171	452.830200
336	-18.283798	0.002251	301.886780
337	-17.088459	-0.006198	452.830200
338	-16.702541	-0.009531	402.515717
339	-18.037338	-0.000495	352.201263
340	-17.331587	0.006307	402.515717
341	-15.707060	0.008539	503.144653
342	-14.184299	-0.009837	553.459106
343	-16.142078	-0.004424	503.144653
344	-16.777782	0.003459	654.088074
345	-19.519695	0.006598	704.402527
346	-22.961004	0.002726	855.345886
347	-25.289883	-0.000159	503.144653
348	-26.548912	-0.000144	704.402527
349	-25.962561	0.001637	654.088074
350	-25.220392	0.001508	603.773560
351	-24.788559	0.003137	603.773560
352	-24.762838	0.005084	503.144653
353	-25.967148	0.005223	402.515717
354	-27.464758	-0.000340	603.773560
355	-29.207987	-0.016054	50.314465
356	-48.716988	0.002135	402.515717
357	-49.721313	0.002373	603.773560
358	-55.652531	0.001263	503.144653
359	-59.286022	0.000620	1006.289307
360	-54.799011	-0.000002	352.201263
361	-45.665878	0.001570	503.144653
362	-19.337137	0.051085	754.716980
363	-18.092346	0.034539	1056.603760
364	-17.015934	-0.053714	805.031433
365	-17.032841	-0.003879	553.459106
366	-19.760117	-0.023010	553.459106
367	-20.014854	-0.041125	301.886780
